id,title,original_title,type,description,primary_image,content_rating,start_year,end_year,release_date,is_adult,runtime_minutes,average_rating,num_votes,company_id,company_name,genre
tt31227572,Predator: Badlands,Predator: Badlands,movie,Plot is under wraps.,,,2025,0,2025-11-07,false,0,0.0,0,co0781821,20th Century Studios,Horror
tt27165187,Flowervale Street,Flowervale Street,movie,A family in the 80s start to notice bizarre happenings in their neighborhood.,https://m.media-amazon.com/images/M/MV5BMWFkMzRkOTgtZTMwZC00YjRlLThhNjAtNzlhYjU1YzQ5YmZiXkEyXkFqcGc@._V1_.jpg,,2026,0,2026-03-13,false,0,0.0,0,co0021593,Bad Robot,Mystery
tt1757678,Avatar: Fire and Ash,Avatar: Fire and Ash,movie,Sequel of Avatar: The Way of Water (2022). The plot is unknown.,https://m.media-amazon.com/images/M/MV5BYjE0OWZmYWMtZjBhMi00YzM5LTkzOTctOTZhMTIwNDcxY2U0XkEyXkFqcGc@._V1_.jpg,,2025,0,2025-12-19,false,192,0.0,0,co0781821,20th Century Studios,Action
tt26927452,Hurry Up Tomorrow,Hurry Up Tomorrow,movie,"An insomniac musician encounters a mysterious stranger, leading to a journey that challenges everything he knows about himself.",https://m.media-amazon.com/images/M/MV5BZjI0MGI4ZGMtYTcxZS00YzU3LWExMDUtNDY4MDg3NzhkOTYxXkEyXkFqcGc@._V1_.jpg,,2025,0,2025-05-16,false,0,0.0,0,co0006881,Lionsgate,Thriller
tt18108824,The Friend,The Friend,movie,"Follows a story of love, friendship, grief and healing, about a writer who adopts a Great Dane that belonged to a late friend and mentor.",https://m.media-amazon.com/images/M/MV5BYTVhYjgxNDktNTYyYy00YjA3LTk0MDYtYTk2YzY4MzRmMmUwXkEyXkFqcGc@._V1_.jpg,R,2024,0,2025-03-28,false,120,6.1,175,co0691491,3dot productions,Drama
tt3566834,A Minecraft Movie,A Minecraft Movie,movie,"Four misfits are suddenly pulled through a mysterious portal into a bizarre, cubic wonderland that thrives on imagination. To get back home, they'll have to master this world while embarking on a quest with an unexpected, expert crafter.",https://m.media-amazon.com/images/M/MV5BYzFjMzNjOTktNDBlNy00YWZhLWExYTctZDcxNDA4OWVhOTJjXkEyXkFqcGc@._V1_.jpg,PG,2025,0,2025-04-04,false,101,6.7,41,co0002663,Warner Bros.,Action
tt16431330,A Nice Indian Boy,A Nice Indian Boy,movie,"When Naveen brings his fiancé Jay home to meet his traditional Indian family, they must contend with accepting his white-orphan-artist boyfriend and helping them plan the Indian wedding of their dreams.",https://m.media-amazon.com/images/M/MV5BZDhjMGNmNjYtNGZiNS00OGQzLWIzMjktMDM1YmYwZjY3MTVlXkEyXkFqcGc@._V1_.jpg,,2024,0,2025-04-04,false,96,7.2,149,co0390775,Levantine Films,Comedy
tt7181546,Ballerina,Ballerina,movie,An assassin trained in the traditions of the Ruska Roma organization sets out to seek revenge after her father's death.,https://m.media-amazon.com/images/M/MV5BOTVkZmMzNjItY2E0Ni00ZjFjLTliMmQtM2E4YjcxN2IzNDYyXkEyXkFqcGc@._V1_.jpg,,2025,0,2025-06-06,false,89,0.0,0,co0172670,Thunder Road Pictures,Action
tt9810236,Apophis 2029,Apophis 2029,movie,"On April 13, 2029, asteroid Apophis grazes Earth, passing below satellites and briefly disappearing from view before re-emerging.",https://m.media-amazon.com/images/M/MV5BNjA3NGE5MTctYjljZi00ZjkyLWI0ZWMtZjYzODRkZDc1NTVlXkEyXkFqcGc@._V1_.jpg,,2025,0,2025-12-30,false,96,0.0,0,co1057746,Masch Global Media,Drama
tt8679660,Words of War,Words of War,movie,"Journalist Anna Politkovskaya's brave crusade, fighting for an independent voice in Putin's Russia.",https://m.media-amazon.com/images/M/MV5BODUzNjI0ZGEtZDYzNS00ZmQxLWI1OWEtZjliNDZiOTJlOWU5XkEyXkFqcGc@._V1_.jpg,R,2025,0,2025-05-02,false,0,0.0,0,co0174578,Good Films Collective,Drama
tt15845656,Dr. A. P. J. Abdul Kalam,Dr. A. P. J. Abdul Kalam,movie,"The inspirational journey of the Legend, Missile Man and 11th People's President of India.",https://m.media-amazon.com/images/M/MV5BMDViZmM0ZTgtYmJlMi00YTg2LWJmMzktZjU0YzFmMTlmNDFmXkEyXkFqcGc@._V1_.jpg,,2025,0,2025-10-15,false,0,0.0,0,co0804302,Pink Jaguars Entertainment,Biography
tt33029955,One to One: John & Yoko,One to One: John & Yoko,movie,"Set in 1972 New York, this documentary explores John and Yoko's world amid a turbulent era. Centered on the One to One charity concert for special needs children, it features unseen archives, home movies, and restored footage.",https://m.media-amazon.com/images/M/MV5BOTg5M2M4YTUtNGVmMC00MmU5LThlYTktODRkYmI0NmFmMDA4XkEyXkFqcGc@._V1_.jpg,,2024,0,2025-04-11,false,100,6.8,71,co0833978,Mercury Studios,Biography
tt14107334,The Running Man,The Running Man,movie,The futuristic United States of 2025 when the world has become a dystopia.,,,2025,0,2025-11-07,false,0,0.0,0,co0801004,Complete Fiction,Action
tt27813235,The Surfer,The Surfer,movie,"A man returns to the idyllic beach of his childhood to surf with his son. When he is humiliated by a group of locals, the man is drawn into a conflict that keeps rising and pushes him to his breaking point.",https://m.media-amazon.com/images/M/MV5BMmNjNTZiNTEtMWQ1NC00YmQ4LWFhYjktMzZhOGM2MDhmMTAxXkEyXkFqcGc@._V1_.jpg,,2024,0,2025-05-02,false,103,6.6,606,co0332878,Tea Shop Productions,Thriller
tt11378946,Michael,Michael,movie,"The story of the famous musician Michael Jackson, known as the King of Pop.",https://m.media-amazon.com/images/M/MV5BZTU3ZDhjODUtODEwMy00OWRmLWIyZDUtNTc4NjNiOWU5MzNjXkEyXkFqcGc@._V1_.jpg,,2025,0,2025-10-03,false,0,0.0,0,co0209646,GK Films,Biography
tt8036976,Send Help,Send Help,movie,"Two colleagues become stranded on a deserted island, the only survivors of a plane crash. On the island, they must overcome past grievances and work together to survive, but ultimately, it's a battle of wills and wits to make it out alive.",,,2026,0,2026-01-30,false,0,0.0,0,co0719219,Raimi Productions,Horror
tt6604188,Tron: Ares,Tron: Ares,movie,"A highly sophisticated Program, Ares, is sent from the digital world into the real world on a dangerous mission.",https://m.media-amazon.com/images/M/MV5BMDFkMGI5MDgtZmI0NS00MDEzLWIyOTgtOWZjM2ZhYWViZWIzXkEyXkFqcGc@._V1_.jpg,,2025,0,2025-10-10,false,0,0.0,0,co0008970,Walt Disney Pictures,Action
tt31314296,The Woman in the Yard,The Woman in the Yard,movie,"A mysterious woman who repeatedly appears in a family's front yard, often delivering chilling warnings or unsettling messages, leaving the residents to question her identity, motives, and the potential danger she might pose.",https://m.media-amazon.com/images/M/MV5BNmZjZTA2ZmQtMDhiYS00NTlmLTk2NTctNTZlMzVhZmVjYTYyXkEyXkFqcGc@._V1_.jpg,PG-13,2025,0,2025-03-28,false,88,0.0,0,co0098315,Blumhouse Productions,Drama
tt10844184,Detour 95,Detour 95,movie,"Candace leaves northern New Jersey for Miami, Florida, to escape the violence and poverty; she quickly finds herself fighting for her life in a redneck nightmare.",https://m.media-amazon.com/images/M/MV5BYzQ1YTQyM2MtNjZiZC00NjdmLTkwMWYtZTk0NDAxOGIwZmVjXkEyXkFqcGc@._V1_.jpg,,2025,0,2025-10-24,false,0,0.0,0,co0760520,Angry Troll Studio,Action
tt27674982,The Ballad of Wallis Island,The Ballad of Wallis Island,movie,"Charles, a strange lottery winner who lives alone on a secluded island, tries to make his fantasies come true by getting his favorite singer, Herb McGwyer, to perform at a special, private event.",https://m.media-amazon.com/images/M/MV5BODZlMjExYTAtYmJjNi00NzdjLTg3YzMtYTE1YTNlZDRhMWU2XkEyXkFqcGc@._V1_.jpg,PG-13,2025,0,2025-05-30,false,100,8.1,105,co0592426,BBC Studios,Comedy
tt31434639,Warfare,Warfare,movie,Based on ex-Navy Seal Ray Mendoza's real-life experiences during the Iraq War.,https://m.media-amazon.com/images/M/MV5BNjk5MDhlZDctODBhNS00NzFjLTlhZGMtZmEyOTY5ZjYwZTAzXkEyXkFqcGc@._V1_.jpg,R,2025,0,2025-04-11,false,95,0.0,0,co0390816,A24,Action
tt7890826,Naya Legend of the Golden Dolphin,Naya Legend of the Golden Dolphin,movie,This is an action film following the adventures of Naya The Golden Dolphin Princess and her mission to save the Earth.,https://m.media-amazon.com/images/M/MV5BZTU2Mjc5YzMtZjk2ZC00MTkwLWEwYzItMzA0MWMxZWRkOTY3XkEyXkFqcGc@._V1_.jpg,,2025,0,2025-06-28,false,100,0.0,0,co0159895,Magic Factory Productions,Action
tt26677014,The Penguin Lessons,The Penguin Lessons,movie,"Starring Oscar nominee Steve Coogan, this poignant dramedy from director Peter Cattaneo follows an Englishman's personal and political awakening after he adopts a penguin during a cataclysmic period in Argentine history.",https://m.media-amazon.com/images/M/MV5BYjk3ZmYzNzEtZjBhYi00MzhhLWJlNTYtNTFlNDY2ZGIxYTdiXkEyXkFqcGc@._V1_.jpg,PG-13,2024,0,2025-03-28,false,110,7.2,224,co0066402,42,Drama
tt31350873,Return of the Living Dead,Return of the Living Dead,movie,"Taking place 18 months after the events at the UNEEDA Warehouse in Louisville, KY, a new Trioxin 2-4-5 leak puts a small Pennsylvania town on the brink of a zombie outbreak during Christmas 1985.",https://m.media-amazon.com/images/M/MV5BMTkyNjNjZWQtYWFhMi00NTczLTk1NDgtZGJhMjkwMGQ0MjU5XkEyXkFqcGc@._V1_.jpg,,2025,0,2025-12-25,false,0,0.0,0,co0379397,WithAnO Productions,Comedy
tt30835450,Mogwai: If the Stars Had a Sound,Mogwai: If the Stars Had a Sound,movie,"25 years of the cult Scottish band Mogwai. When a pioneering band stays true to their roots and follows their own path, the outcome is 'bigger than words and wider than pictures'.",https://m.media-amazon.com/images/M/MV5BYjM0ZDgyMzEtMWFlNi00ZGQ2LTkwNjEtZTI3OWRkYjZmYWVhXkEyXkFqcGc@._V1_.jpg,,2024,0,2024-03-12,false,92,7.8,55,co0451615,Adler Entertainment,Documentary
tt26443616,Hoppers,Hoppers,movie,An animal lover uses technology that places her consciousness into a robotic beaver to uncover mysteries within the animal world beyond her imagination.,https://m.media-amazon.com/images/M/MV5BNWJiYWNlMzItMDAzNC00ZjAxLTg1Y2EtNjMwYWQzOTIwZDRhXkEyXkFqcGc@._V1_.jpg,,2026,0,2026-03-06,false,0,0.0,0,co0017902,Pixar Animation Studios,Adventure
tt7891844,The Grove,The Grove,movie,"When Terrance, a Black Ops soldier, goes under an experiment to create a better life for him and his fiancée Alice, his homecoming turns tragic when he stops taking medication, descending into feral madness.",https://m.media-amazon.com/images/M/MV5BMWI1ZDVmZWItNWUwMC00ZTJlLTk5MTItN2VhOTI5NjBmN2Y2XkEyXkFqcGc@._V1_.jpg,,2025,0,2025-04-04,false,109,0.0,0,co1057370,Believe In Us Studios,Horror
tt32159989,After the Hunt,After the Hunt,movie,A college professor finds herself at a personal and professional crossroads when a star pupil levels an accusation against one of her colleagues and a dark secret from her own past threatens to come to light.,,,2025,0,2025-10-17,false,0,0.0,0,co0203259,Big Indie Pictures,Crime
tt32246771,Bring Her Back,Bring Her Back,movie,A brother and sister uncover a terrifying ritual at the secluded home of their new foster mother.,https://m.media-amazon.com/images/M/MV5BZmRiNzFjMTEtZDlmYy00ZTU5LTg3ZWYtN2NmYTQxYTY5YmJmXkEyXkFqcGc@._V1_.jpg,,2025,0,2025-05-30,false,0,0.0,0,co0375200,Causeway Films,Horror
tt30908405,The Last Rodeo,The Last Rodeo,movie,"To save his grandson, a retired rodeo star enters a high-stakes bull-riding competition. Along the way, he confronts his past, discovers faith, and proves that true courage lies in family.",https://m.media-amazon.com/images/M/MV5BYTI4NjcwODMtZGVhMi00ODhhLWIwODItZTQ4MmY0ZmU5OTliXkEyXkFqcGc@._V1_.jpg,PG,2025,0,2025-05-23,false,0,0.0,0,co0145927,Angel Studios,Drama
tt12042730,Project Hail Mary,Project Hail Mary,movie,An astronaut tries to save Earth while alone in outer space.,,,2026,0,2026-03-20,false,0,0.0,0,co1025982,Amazon MGM Studios,Sci-Fi
tt9603208,Mission: Impossible - The Final Reckoning,Mission: Impossible - The Final Reckoning,movie,,https://m.media-amazon.com/images/M/MV5BZGQ5NGEyYTItMjNiMi00Y2EwLTkzOWItMjc5YjJiMjMyNTI0XkEyXkFqcGc@._V1_.jpg,,2025,0,2025-05-23,false,0,0.0,0,co0023400,Paramount Pictures,Action
tt17042980,Untitled Trey Parker / Matt Stone / Kendrick Lamar / Dave Free,Untitled Trey Parker / Matt Stone / Kendrick Lamar / Dave Free,movie,A young Black man who is interning as a slave reenactor at a living history museum discovers that his white girlfriend's ancestors once owned his.,,,2025,0,2025-07-04,false,0,0.0,0,co0873616,Park County,Action
tt21879688,A Guardian's Heart,A Guardian's Heart,movie,"Jake, an executive protection agent, faces an emotional upheaval after losing a long-time client, which drives him back to his family ranch. As he struggles with grief and self-doubt, can he overcome his past when faced with the unknown?",https://m.media-amazon.com/images/M/MV5BNTE2MWIxZWEtNzYwMS00MTBlLWFkYWUtNDdjNjM2YmNhOTg5XkEyXkFqcGc@._V1_.jpg,,2025,0,2025-05-15,false,0,0.0,0,co1101023,Tactical Edge Entertainment,Action
tt30840798,The Phoenician Scheme,The Phoenician Scheme,movie,Dark tale of espionage following a strained father-daughter relationship within a family business. Twists revolve around betrayal and morally gray choices.,https://m.media-amazon.com/images/M/MV5BZmExODA1MGYtNGI3MS00ZWJhLWFhYjMtY2M4YjVhYjU5Yzg3XkEyXkFqcGc@._V1_.jpg,,2025,0,2025-06-06,false,0,0.0,0,co0108325,American Empirical Pictures,Action
tt33092501,My Love Will Make You Disappear,My Love Will Make You Disappear,movie,"A woman who believes she's cursed meets a troubled landlord while fighting community displacement. As they grow closer, her fear that all her lovers disappear threatens their connection.",https://m.media-amazon.com/images/M/MV5BYzdmYjc3ZGEtYTE1OS00ZjVlLWE5MzYtMTAzNzc5MWI5ZmY3XkEyXkFqcGc@._V1_.jpg,,2025,0,2025-03-28,false,104,0.0,0,co0050691,Star Cinema,Comedy
tt0899043,The Amateur,The Amateur,movie,A CIA cryptographer manages to blackmail his agency into training him to let him go after a group of terrorist who killed his wife.,https://m.media-amazon.com/images/M/MV5BOWU4NjNjNzYtYWFhYy00MTA2LWIwNzctNmQwY2VlMzQ3MTZmXkEyXkFqcGc@._V1_.jpg,PG-13,2025,0,2025-04-11,false,0,0.0,0,co0781821,20th Century Studios,Action
tt31184028,Together,Together,movie,"A couple's move to the countryside triggers a supernatural incident that drastically alters their relationship, existence, and physical form.",https://m.media-amazon.com/images/M/MV5BY2JkYTUxMzMtOGJlNi00ZTcxLTgyZWYtY2UzOGE0MWE3YTU1XkEyXkFqcGc@._V1_.jpg,,2025,0,2025-08-01,false,102,7.5,127,co1037923,1.21,Horror
tt30833959,Cheech and Chong's Last Movie,Cheech and Chong's Last Movie,movie,"Exploring their 5-decade career performing stand-up, making records, and starring in hit films. It covers their lives, comedy partnership, and lasting influence on pop culture.",https://m.media-amazon.com/images/M/MV5BN2M4MTRmZDgtYjkyNS00NTAzLTgxOTEtNjkzZDQ0ZWFiODE3XkEyXkFqcGc@._V1_.jpg,R,2024,0,2025-04-25,false,123,8.1,37,co1044661,Bushell Productions,Documentary
tt7967302,The King of Kings,The King of Kings,movie,The story of our Lord Jesus Christ as told by Charles Dickens and seen through the innocent eyes of a child.,https://m.media-amazon.com/images/M/MV5BZDhkZDE5NmUtZDI1Ny00MDQxLWFjMzEtMWM4YTFmNTIyMTJjXkEyXkFqcGc@._V1_.jpg,PG,2025,0,2025-04-11,false,100,0.0,0,co1028767,Blue Harbor Entertainment,Animation
tt11584012,Open Secret,Open Secret,movie,This riveting documentary investigates allegations of systemic racism and child sexual abuse in the New Hanover School District.,https://m.media-amazon.com/images/M/MV5BOGJjOGMyYzEtMDJhZi00MjBjLWI1N2ItOTYyNWUyMTE0ODc3XkEyXkFqcGc@._V1_.jpg,,2025,0,2025-04-30,false,0,0.0,0,co0670019,KDC & Films,Documentary
tt5853716,Lilly,Lilly,movie,"An emotional drama about a courageous factory worker who fights for justice when cheated and mistreated by her company. LILLY stars Golden Globe winner / Academy Award nominee, Patricia Clarkson. Based on the life of Lilly Ledbetter.",https://m.media-amazon.com/images/M/MV5BZjE1NGUyOTYtMjdjNi00MTEyLTk5ZWMtOWQ5ZGQ0N2Q5OTQ1XkEyXkFqcGc@._V1_.jpg,,2024,0,2025-05-09,false,93,8.3,27,co0451514,Flashlight Films,Drama
tt11487742,The Evil Within,The Evil Within,movie,Plot is currently under wraps.,,,2025,0,2025-10-31,false,0,0.0,0,co0777835,Himura Creative,Horror
tt16085546,Lost Weekend,Lost Weekend,movie,"His marriage and band falling apart, John Lennon recruits comedian Albert Brooks and musician Harry Nilsson for a raucous 24-hour journey through 1973 Los Angeles to try to save a lost album and himself.",https://m.media-amazon.com/images/M/MV5BNzRhMjJhYzYtMWNjZS00ZTE5LWEwMmYtMmYxNWFjYTNhZDQ3XkEyXkFqcGc@._V1_.jpg,,2025,0,2025-06-25,false,0,0.0,0,co0233928,Eurogroup,Comedy
tt30144839,Untitled Paul Thomas Anderson Event Film,One Battle After Another,movie,,https://m.media-amazon.com/images/M/MV5BMjdiYzc3MzctZTQ0YS00YzNlLThmY2QtM2YxZmIyMzcwNDM0XkEyXkFqcGc@._V1_.jpg,,2025,0,2025-08-08,false,0,0.0,0,co0027686,Ghoulardi Film Company,Crime
tt15678738,David,David,movie,"Beyond the giant's shadow, the shepherd boy embarks on a journey to show his people that true power lies not in kingship, but in faith and freedom.",https://m.media-amazon.com/images/M/MV5BN2I3MmMwY2QtZDZkYi00ZDMzLTg5ZjMtNWFkYWNkNDdkZjU1XkEyXkFqcGc@._V1_.jpg,,2025,0,2025-11-21,false,90,0.0,0,co0222310,Slingshot Productions,Animation
tt21815562,The Alto Knights,The Alto Knights,movie,"Vito Genovese and Frank Costello, a pair of Italian Americans who were rivals for control of a major crime family in the mid-20th century. Genovese attempted to assassinate Costello in 1957, although Costello retired from the mob.",https://m.media-amazon.com/images/M/MV5BNTdlY2ZmNmItMjNjMC00YzVkLWEzZDAtYzBiODJkZDRjYWVhXkEyXkFqcGc@._V1_.jpg,R,2025,0,2025-03-21,false,120,7.7,18,co0002663,Warner Bros.,Biography
tt33244668,Anaconda,Anaconda,movie,A group of friends going through mid-life crises. They decide to remake a favorite movie from their youth but encounter unexpected events when they enter the jungle.,,,2025,0,2025-12-25,false,0,0.0,0,co0050868,Columbia Pictures,Action
tt17676734,Americana,Americana,movie,The lives of local outsiders and outcasts violently intertwine when a rare Lakota Ghost shirt falls onto the black market in a small South Dakota town.,https://m.media-amazon.com/images/M/MV5BYmVmYzRkYjEtMjMyMi00MjJhLTk4YmEtNDI1OGIyNzRiMDkxXkEyXkFqcGc@._V1_.jpg,R,2023,0,2023-03-17,false,110,6.2,191,co0309252,BRON Studios,Action
tt32897959,Wuthering Heights,Wuthering Heights,movie,"A passionate and tumultuous love story set against the backdrop of the Yorkshire moors, exploring the intense and destructive relationship between Heathcliff and Catherine Earnshaw.",https://m.media-amazon.com/images/M/MV5BMzJiODEzY2UtNzNkMy00MTRlLWEzZTYtZDI4ZTg0ZWI4ZTkwXkEyXkFqcGc@._V1_.jpg,,2026,0,2026-02-13,false,0,0.0,0,co0542434,LuckyChap,Drama
tt28371961,Killer Clown Girls,Killer Clown Girls,movie,"Six women who meet in a support group one night, decide to band together to mete out justice against those who have abused and assaulted women.",https://m.media-amazon.com/images/M/MV5BYWY2ZDZhOTktY2I5ZC00Nzc4LTgzNDUtMjA5ZjNlZmI4MDQ3XkEyXkFqcGc@._V1_.jpg,,2025,0,2025-12-30,false,90,0.0,0,co1057746,Masch Global Media,Horror
tt12300742,Bugonia,Bugonia,movie,"Two conspiracy-obsessed young men kidnap the high-powered CEO of a major company, convinced that she is an alien intent on destroying planet Earth.",,,2025,0,2025-11-07,false,0,0.0,0,co1019997,CJ ENM,Comedy
tt11655566,Lilo & Stitch,Lilo & Stitch,movie,Live-action remake of Disney's animated classic 'Lilo and Stitch'.,https://m.media-amazon.com/images/M/MV5BYTBmMDBhNWYtNTk4MS00NzBmLTk5ZWItM2ZlZjY4NTYxNWQzXkEyXkFqcGc@._V1_.jpg,,2025,0,2025-05-23,false,108,0.0,0,co0008970,Walt Disney Pictures,Action
tt4292334,Experiment 77,Experiment 77,movie,A doctor running a Women's Behavioral Center struggles to keep her patients stable when one of her colleagues is found dead and her own mental well-being begins to deteriorate.,https://m.media-amazon.com/images/M/MV5BOTRiNzE2NTUtOWJhMC00ZmNmLWFhOTAtNDkzMGY1MDEyZDhhXkEyXkFqcGc@._V1_.jpg,,2025,0,2025-08-01,false,0,0.0,0,co0433584,Apple Road Films,Thriller
tt9619824,Final Destination: Bloodlines,Final Destination: Bloodlines,movie,"Plagued by a recurring violent nightmare, a college student returns home to find the one person who can break the cycle and save her family from the horrific fate that inevitably awaits them.",https://m.media-amazon.com/images/M/MV5BMDU5MTU2ODctMTBhOC00YTljLWE5MGYtNjI5YzZkNDY1ZjI0XkEyXkFqcGc@._V1_.jpg,,2025,0,2025-05-16,false,100,0.0,0,co1055145,Inzide Media,Horror
tt16911616,Animal Friends,Animal Friends,movie,Two animals become unlikely friends.,,,2025,0,2025-10-10,false,0,0.0,0,co0002663,Warner Bros.,Action
tt32020960,Nightmare,Nightmare,movie,,https://m.media-amazon.com/images/M/MV5BNzVhYmNiM2UtOGNlZS00NzVjLTkwNDctOThlMzM3NWQ5M2UxXkEyXkFqcGc@._V1_.jpg,,2025,0,2025-12-30,false,90,0.0,0,co1057746,Masch Global Media,Drama
tt27613895,GOAT,GOAT,movie,,https://m.media-amazon.com/images/M/MV5BYTYzYmY2NGYtMDFkMC00YmNlLWE0YWUtYjUzODczOWEwOTI0XkEyXkFqcGc@._V1_.jpg,,2026,0,2026-02-13,false,0,0.0,0,co0999341,Modern Magic,Adventure
tt19637220,Skill House,Skill House,movie,"A dark satire of social media and influencer culture, unflinching take on fame and what new celebrities are willing to do to attain it.",https://m.media-amazon.com/images/M/MV5BNWE4MWM5YTktMjZmZC00Mjg0LTliYjAtYmI5ZTM0Y2QzZDYwXkEyXkFqcGc@._V1_.jpg,,2025,0,2025-04-25,false,0,5.1,21,co0600517,G-Unit Film & Television,Horror
tt32565993,Three Bags Full: A Sheep Detective Movie,Three Bags Full: A Sheep Detective Movie,movie,"Every night a shepherd reads aloud a murder mystery, pretending his sheep can understand. When he is found dead, the sheep realize at once that it was a murder and think they know everything about how to go about solving it.",,,2026,0,2026-02-20,false,0,0.0,0,co1025982,Amazon MGM Studios,Action
tt26671996,Locked,Locked,movie,A thief breaking into a luxury SUV realizes that he has slipped into a sophisticated game of psychological horror.,https://m.media-amazon.com/images/M/MV5BZjg2NDFhZDEtYzZlZC00ZTRkLTg4NDctYjIwNTQxYWY4ODFiXkEyXkFqcGc@._V1_.jpg,R,2025,0,2025-03-21,false,95,0.0,0,co0474730,BondIt Media Capital,Horror
tt10548174,28 Years Later,28 Years Later,movie,"A group of survivors of the rage virus lives on a small island. When one of the group leaves the island on a mission into the mainland, he discovers secrets, wonders, and horrors that have mutated not only the infected but other survivors.",https://m.media-amazon.com/images/M/MV5BNjgwYTI0YjctMWYzNS00MmI1LWI5YTctNmE1YjBkNDFlNWMxXkEyXkFqcGc@._V1_.jpg,,2025,0,2025-06-20,false,0,0.0,0,co0050868,Columbia Pictures,Horror
tt9810278,"The King, The Swordsman, and the Sorceress","The King, The Swordsman, and the Sorceress",movie,,https://m.media-amazon.com/images/M/MV5BZWI2YzQzZjYtZTVhOS00ODdmLTg1MzgtYTAxYWFkMjQ3Y2E0XkEyXkFqcGc@._V1_.jpg,,2025,0,2025-12-30,false,90,0.0,0,co0373195,WJD films,Drama
tt34536268,Indecipherable,Indecipherable,movie,"A boy finds himself alone, trapped inside his house at night as the world outside vanishes into darkness. Consumed by thoughts, he confronts the unsettling notion that an unknown entity may be present, intending harm.",https://m.media-amazon.com/images/M/MV5BOWQ3MzliY2MtMTE3Zi00ZDA1LTg1YTYtZmYwOTc0ZWIxYzM1XkEyXkFqcGc@._V1_.jpg,,2025,0,2025-11-15,false,81,0.0,0,co1096243,CHC Picture Company,Horror
tt3842436,P31,P31,movie,A modern adventure and musical adaptation on the book of Proverbs with focus on Proverbs 31 from the Holy scriptures. Bless is an American married woman living in London who desires to change present society through traditional standards.,https://m.media-amazon.com/images/M/MV5BOWFjMGYzYzEtOTI4Yi00MWI4LWI4NmUtYWFlNzExYWVmYjYwXkEyXkFqcGc@._V1_.jpg,,2025,0,2025-05-09,false,0,0.0,0,co0340361,Carl Jackson Entertainment,Adventure
tt31050594,Mercy,Mercy,movie,A detective is accused of a crime and is forced to prove his innocence.,,R,2026,0,2026-01-23,false,0,0.0,0,co1025982,Amazon MGM Studios,Sci-Fi
tt5950044,Superman,Superman,movie,"Follows the titular superhero as he reconciles his heritage with his human upbringing. He is the embodiment of truth, justice and the human way in a world that views this as old-fashioned.",https://m.media-amazon.com/images/M/MV5BZjFhZmU5NzUtZTg4Zi00ZjRjLWI0YmQtODk2MzI4YjNhYTdkXkEyXkFqcGc@._V1_.jpg,,2025,0,2025-07-11,false,0,0.0,0,co1064049,DC Studios,Action
tt8866456,The Legend of Ochi,The Legend of Ochi,movie,"In a remote village on the island of Carpathia, a shy farm girl named Yuri is raised to fear an elusive animal species known as ochi. When Yuri discovers a wounded baby ochi has been left behind, she escapes on a quest to bring him home.",https://m.media-amazon.com/images/M/MV5BN2U1NTk2MmYtYWNlYi00NzdjLTg5YTEtNTY5MjYwYzM4OTk0XkEyXkFqcGc@._V1_.jpg,PG,2025,0,2025-04-25,false,96,7.9,116,co0395263,Neighborhood Watch,Adventure
tt30505698,Friendship,Friendship,movie,"When new neighbor Brian threatens his quiet life, Craig Waterman struggles to protect his family's security.",https://m.media-amazon.com/images/M/MV5BMzljN2M1MWMtYmUwMi00YWM5LTllMGItNzZlMmU1NWM2NTY5XkEyXkFqcGc@._V1_.jpg,R,2024,0,2024-09-08,false,100,7.5,209,co0378412,BoulderLight Pictures,Comedy
tt32331377,The Luckiest Man in America,The Luckiest Man in America,movie,May 1984. An unemployed ice cream truck driver steps onto the game show Press Your Luck harboring a secret: the key to endless money. But his winning streak is threatened when the bewildered executives uncover his real motivations.,https://m.media-amazon.com/images/M/MV5BODgzYWNiNzUtMWJlZi00NTRiLTg4ZWEtMzhiMmNhY2MyNDUyXkEyXkFqcGc@._V1_.jpg,R,2024,0,2025-04-04,false,90,6.9,89,co0865522,Plenty Good,Thriller
tt32857901,Wish You Were Here!,Wish You Were Here!,movie,A man's life is told through 3 parallel time lines that alter his perception of science and religion to turn his whole world upside down.,https://m.media-amazon.com/images/M/MV5BMDI3NmQ5NDUtMTdkNS00YWRiLTg2ZDQtYzViYTk2NDg2OTU1XkEyXkFqcGc@._V1_.jpg,,2025,0,2025-04-05,false,0,0.0,0,co0868195,Durgana Sports & Entertainment,Drama
tt27047903,Scream 7,Scream 7,movie,Plot unknown.,https://m.media-amazon.com/images/M/MV5BMGM0MGUzNDgtZGMxZC00OWJlLTk0NTYtNzA5NzVhYTFmMmQ2XkEyXkFqcGc@._V1_.jpg,,2026,0,2026-02-27,false,0,0.0,0,co0048032,Outerbanks Entertainment,Horror
tt13650700,A Big Bold Beautiful Journey,A Big Bold Beautiful Journey,movie,An imaginative tale of two strangers and the unbelievable journey that connects them.,https://m.media-amazon.com/images/M/MV5BYWI5MjM2MDQtMDI1YS00NWY2LTgzYTQtN2Y3MDc2MDBhZmIxXkEyXkFqcGc@._V1_.jpg,,2025,0,2025-05-09,false,0,0.0,0,co0661865,30WEST,Adventure
